Booking_ID,Ticket_Price,Distance_km,Flight_Duration_hr,Passenger_Age,Airline,Travel_Class,Departure_City,Payment_Method
FB1939,2967.28,9798.1,8.18,47,Airways,First,Delhi,Debit Card
FB1940,1515.47,4299.6,11.83,72,B Airways,Business,Frankfurt,Credit Card
FB1941,2860.05,5374.2,10.06,19,B Airways,Premium Economy,Delhi,Credit Card
FB1942,3326.82,10227.1,21.66,52,B Airways,Economy,Frankfurt,PayPal
FB1943,4182.76,4550.1,23.27,43,S Airlines,Business,London,Debit Card
FB1944,1190.82,9589.0,7.93,74,S Airlines,Premium Economy,Singapore,Cash
FB1945,252.78,11309.6,21.67,78,S Airlines,Economy,Frankfurt,UPI
FB1946,857.05,7591.6,19.65,22,S Airlines,Economy,Delhi,Debit Card
FB1947,4520.09,8977.0,23.3,19,Airways,Economy,London,Cash
FB1948,4394.67,9719.6,6.52,68,S Airlines,First,Mumbai,Debit Card
FB1949,3067.58,10187.0,14.64,73,Q Airways,Business,Mumbai,Net Banking
FB1950,3082.48,4922.1,7.23,37,B Airways,Economy,New York,Debit Card
FB1951,3392.18,899.8,20.69,79,Airways,Economy,Paris,PayPal
FB1952,1041.78,5002.0,0.63,51,S Airlines,Premium Economy,Frankfurt,Net Banking
FB1953,4589.18,8182.9,14.34,51,B Airways,Business,Paris,Cash
FB1954,2210.1,5569.1,8.81,71,Airways,Premium Economy,Paris,Net Banking
FB1955,2039.06,9062.9,8.41,73,B Airways,Business,London,Debit Card
FB1956,2690.8,4476.7,16.3,72,Airways,Economy,Mumbai,Net Banking
FB1957,425.44,7726.5,21.36,37,E Airlines,First,Paris,PayPal
FB1958,998.16,2481.1,15.43,67,Airways,Premium Economy,Dubai,UPI
FB1959,3742.56,9067.6,21.4,42,S Airlines,First,Paris,Net Banking
FB1960,597.43,6684.6,6.98,37,B Airways,First,Mumbai,PayPal
FB1961,3095.13,2687.6,13.23,42,B Airways,First,New York,Net Banking
FB1962,1377.68,3715.4,11.54,70,B Airways,Business,Dubai,Credit Card
FB1963,2068.62,9058.7,0.79,31,Q Airways,Business,New York,UPI
FB1964,1585.73,5946.4,14.14,77,Q Airways,First,New York,Cash
FB1965,1907.23,2827.6,16.71,64,S Airlines,Economy,London,PayPal
FB1966,3651.42,11617.1,15.0,61,E Airlines,Economy,Frankfurt,Net Banking
FB1967,1626.18,8667.0,18.54,60,Q Airways,First,Frankfurt,UPI
FB1968,2918.74,11498.5,14.5,60,Airways,Premium Economy,Dubai,Cash
FB1969,2485.04,5297.1,2.14,79,S Airlines,Premium Economy,Mumbai,UPI
FB1970,3385.62,5858.7,3.35,56,E Airlines,Business,Delhi,PayPal
FB1971,4696.78,10806.1,15.11,29,Airways,Premium Economy,Dubai,Credit Card
FB1972,3716.35,6443.1,7.24,65,B Airways,Economy,Mumbai,PayPal
FB1973,1231.71,8575.2,2.45,22,Q Airways,First,Paris,PayPal
FB1974,349.68,3250.4,11.03,19,Airways,Premium Economy,New York,Cash
FB1975,1458.87,5526.7,14.08,71,E Airlines,First,Delhi,Cash
FB1976,3056.37,1744.4,8.55,33,S Airlines,Premium Economy,London,Net Banking
FB1977,446.84,2710.0,18.15,72,Airways,Business,Frankfurt,Debit Card
FB1978,2582.56,311.0,16.27,47,S Airlines,Economy,London,PayPal
FB1979,3064.85,759.4,8.65,64,B Airways,Business,Singapore,Cash
FB1980,1804.37,11734.2,18.99,60,E Airlines,First,London,PayPal
FB1981,3900.38,3135.5,16.39,78,E Airlines,Economy,Singapore,PayPal
FB1982,711.67,8060.7,16.12,55,Q Airways,Economy,London,Cash
FB1983,560.66,10117.5,14.06,62,E Airlines,Business,London,Credit Card
FB1984,3695.31,6742.7,0.78,79,Airways,Premium Economy,London,Credit Card
FB1985,2578.36,2091.8,17.56,68,Airways,Business,Singapore,PayPal
FB1986,3504.33,8819.0,9.71,59,Airways,First,Paris,Credit Card
FB1987,2287.17,7322.9,23.59,41,B Airways,Premium Economy,Singapore,PayPal
FB1988,1382.73,8855.6,20.54,68,E Airlines,Business,New York,Net Banking
FB1989,4131.69,9306.0,14.9,47,E Airlines,Business,Dubai,Cash
FB1990,4037.2,11712.3,6.68,54,Airways,Premium Economy,Mumbai,PayPal
FB1991,3534.54,7010.7,5.49,74,Q Airways,Premium Economy,Mumbai,Credit Card
FB1992,1506.3,4297.2,8.84,76,Q Airways,Premium Economy,Paris,Credit Card
FB1993,3033.11,7887.0,12.18,70,E Airlines,Business,Mumbai,UPI
FB1994,1932.67,1100.8,7.75,56,E Airlines,Premium Economy,London,UPI
FB1995,639.59,10799.5,13.12,28,S Airlines,Premium Economy,Paris,Credit Card
FB1996,4603.11,1696.8,4.55,31,E Airlines,Premium Economy,Mumbai,Net Banking
FB1997,856.73,4135.8,24.45,40,Airways,Economy,Singapore,Debit Card
FB1998,4761.14,9844.2,3.14,70,B Airways,First,Dubai,PayPal
FB1999,2340.83,7288.6,23.33,33,E Airlines,Premium Economy,Delhi,UPI
FB2000,1088.64,4905.5,22.88,67,E Airlines,First,Dubai,PayPal
FB2001,2801.12,5839.2,13.37,38,Airways,Premium Economy,Mumbai,UPI
FB2002,4390.14,10298.2,18.26,72,S Airlines,Premium Economy,Paris,Cash
FB2003,3714.68,4278.1,11.18,72,E Airlines,Economy,Frankfurt,Cash
FB2004,4071.49,10474.9,15.94,21,Q Airways,Economy,Mumbai,Credit Card
FB2005,3362.16,1331.2,8.84,50,Q Airways,Premium Economy,Singapore,Cash
FB2006,3522.93,9388.5,7.88,71,Q Airways,Premium Economy,Dubai,Cash
FB2007,4276.14,10216.3,14.67,78,B Airways,Premium Economy,Frankfurt,Debit Card
FB2008,1398.41,2427.3,12.7,64,B Airways,First,Singapore,Net Banking
FB2009,2549.24,5335.1,14.7,31,E Airlines,Premium Economy,New York,Credit Card
FB2010,1261.81,2236.3,7.52,36,E Airlines,First,New York,Debit Card
FB2011,4940.81,8567.3,9.49,76,E Airlines,Economy,Singapore,Credit Card
FB2012,4731.48,6563.6,2.56,22,B Airways,First,Delhi,Net Banking
FB2013,389.25,7733.3,1.78,53,E Airlines,Premium Economy,Singapore,Credit Card
FB2014,3586.76,2598.9,6.71,48,Airways,Economy,Frankfurt,PayPal
FB2015,4641.19,2777.4,2.32,62,S Airlines,Business,Singapore,PayPal
FB2016,1066.76,785.5,3.04,35,Q Airways,Economy,Delhi,PayPal
FB2017,2926.14,4068.2,20.42,61,Q Airways,Business,New York,Cash
FB2018,4594.34,6849.0,1.45,48,Airways,First,London,Net Banking
FB2019,362.94,10337.8,16.64,72,E Airlines,Economy,Frankfurt,Debit Card
FB2020,3547.62,8103.1,7.18,47,B Airways,Economy,London,Debit Card
FB2021,1627.28,5394.1,21.85,38,E Airlines,Economy,Frankfurt,UPI
FB2022,4637.1,11451.5,12.38,64,E Airlines,First,Paris,Debit Card
FB2023,4861.08,8715.2,7.99,47,Q Airways,Premium Economy,Delhi,PayPal
FB2024,4732.48,11182.9,13.18,72,Q Airways,First,Paris,PayPal
FB2025,2476.23,6472.8,9.86,58,B Airways,Economy,Paris,UPI
FB2026,4337.8,3329.2,14.33,21,Q Airways,Premium Economy,New York,Cash
FB2027,4253.84,918.1,3.31,22,E Airlines,Economy,Singapore,Debit Card
FB2028,1731.68,8795.2,24.93,58,Airways,Economy,Paris,Net Banking
FB2029,4178.79,1719.2,10.93,62,B Airways,Business,Mumbai,UPI
FB2030,377.64,3842.5,9.03,27,Airways,Economy,Frankfurt,Debit Card
FB2031,3062.1,6529.9,17.9,44,E Airlines,First,New York,Cash
FB2032,1304.04,6903.7,9.42,33,B Airways,First,Dubai,Net Banking
FB2033,778.72,7326.8,20.92,47,Airways,First,Mumbai,Net Banking
FB2034,569.38,2245.2,11.63,30,B Airways,Premium Economy,Mumbai,Cash
FB2035,3542.19,4742.9,18.13,53,E Airlines,Business,Singapore,Debit Card
FB2036,1831.4,7521.2,3.13,38,B Airways,Business,Dubai,Credit Card
FB2037,3678.88,11646.9,21.23,62,E Airlines,Economy,Paris,Debit Card
FB2038,513.71,8813.3,18.53,70,B Airways,Economy,Dubai,UPI
FB2039,1713.39,11094.5,5.69,57,B Airways,Business,Paris,UPI
FB2040,2789.56,9217.9,4.06,62,Q Airways,Premium Economy,London,Debit Card
FB2041,3995.47,7223.1,8.25,32,E Airlines,First,Delhi,PayPal
FB2042,1730.01,2546.7,24.41,37,S Airlines,Economy,Singapore,UPI
FB2043,3204.28,8100.2,6.79,37,B Airways,Business,Paris,Credit Card
FB2044,4452.69,7593.5,11.68,62,Airways,Premium Economy,Paris,PayPal
FB2045,3156.14,7348.9,1.24,72,Q Airways,First,Dubai,Credit Card
FB2046,1318.21,6030.5,10.23,76,Q Airways,Economy,Singapore,Net Banking
FB2047,317.12,6485.3,14.5,22,B Airways,First,Frankfurt,UPI
FB2048,4376.47,4213.0,23.85,71,S Airlines,First,Paris,PayPal
FB2049,302.09,6376.0,13.16,71,Q Airways,Business,London,Debit Card
FB2050,4398.57,2611.4,20.57,77,E Airlines,Business,Mumbai,PayPal
FB2051,2738.9,9720.5,13.9,49,B Airways,First,Paris,Net Banking
FB2052,4707.52,2473.6,1.5,23,B Airways,First,Dubai,Credit Card
FB2053,4034.16,1294.1,8.22,47,S Airlines,Economy,Frankfurt,Net Banking
FB2054,4990.08,5404.1,14.6,43,E Airlines,Premium Economy,New York,Cash
FB2055,1883.42,8002.2,23.79,54,E Airlines,Premium Economy,London,UPI
FB2056,3882.5,5421.3,21.55,30,S Airlines,First,Singapore,Debit Card
FB2057,2129.27,3538.0,6.09,46,Airways,Business,Paris,Credit Card
FB2058,2503.4,6830.6,5.89,22,E Airlines,Premium Economy,London,Net Banking
FB2059,3212.03,4359.9,5.43,42,Airways,First,New York,Debit Card
FB2060,4393.65,11214.6,23.1,30,Airways,Business,London,UPI
FB2061,4923.6,11094.9,21.39,41,B Airways,Economy,Frankfurt,Debit Card
FB2062,3887.71,6177.8,19.48,48,B Airways,Premium Economy,London,UPI
FB2063,2205.28,4136.2,10.12,37,Q Airways,Economy,London,UPI
FB2064,2222.51,8924.4,12.86,72,B Airways,Business,Frankfurt,UPI
FB2065,3740.4,729.5,11.88,25,E Airlines,First,Frankfurt,Net Banking
FB2066,1346.13,5854.8,6.71,77,E Airlines,Economy,New York,UPI
FB2067,730.28,4235.0,12.87,26,Airways,First,Frankfurt,Debit Card
FB2068,1902.19,11070.3,1.25,38,E Airlines,Premium Economy,London,Cash
FB2069,1578.75,440.4,3.73,68,B Airways,Economy,London,Debit Card
FB2070,1622.28,6767.9,22.22,78,B Airways,Premium Economy,Delhi,Net Banking
FB2071,1321.32,8965.8,18.92,37,B Airways,Premium Economy,Singapore,UPI
FB2072,402.05,5974.7,10.86,32,S Airlines,Premium Economy,Mumbai,Cash
FB2073,285.79,1299.2,13.17,43,E Airlines,Premium Economy,Singapore,Net Banking
FB2074,4941.07,11677.8,9.56,71,Q Airways,Premium Economy,Dubai,Credit Card
FB2075,2253.31,6360.7,18.65,59,E Airlines,Business,Dubai,Credit Card
FB2076,2044.77,7486.0,19.71,28,E Airlines,Economy,New York,Credit Card
FB2077,3462.31,3068.3,19.2,54,S Airlines,First,Frankfurt,Cash
FB2078,1247.62,5956.9,18.2,58,E Airlines,First,Singapore,Debit Card
FB2079,4759.81,5321.0,5.51,78,Airways,Business,London,Cash
FB2080,3974.46,1176.3,8.78,28,B Airways,First,Delhi,Cash
FB2081,629.17,1542.1,12.01,44,B Airways,First,Mumbai,Cash
FB2082,2204.39,10098.4,8.6,47,S Airlines,First,Paris,Credit Card
FB2083,4419.77,3105.9,19.0,36,B Airways,Economy,Paris,PayPal
FB2084,4734.71,2581.0,8.57,51,Airways,First,London,Debit Card
FB2085,2443.53,6207.5,3.89,55,S Airlines,Economy,Singapore,PayPal
FB2086,3144.37,9294.3,10.28,78,Q Airways,First,Paris,PayPal
FB2087,1001.76,1024.8,24.51,40,B Airways,First,Singapore,Cash
FB2088,4957.61,7048.7,6.03,70,E Airlines,Economy,Delhi,Debit Card
FB2089,1312.02,1694.8,15.5,18,Airways,Business,Delhi,PayPal
FB2090,4725.11,726.6,11.11,20,Airways,First,Frankfurt,UPI
FB2091,3318.3,917.1,2.24,20,B Airways,Premium Economy,Singapore,Cash
FB2092,3117.14,10059.7,12.45,45,Q Airways,Premium Economy,Frankfurt,Cash
FB2093,2660.9,1680.3,17.7,31,E Airlines,Business,London,Cash
FB2094,1307.22,828.3,13.07,69,Q Airways,Premium Economy,Frankfurt,UPI
FB2095,1047.33,5423.4,21.87,47,Q Airways,Economy,London,UPI
FB2096,1258.33,10174.7,7.58,75,B Airways,First,London,Credit Card
FB2097,1094.9,3370.2,2.61,71,E Airlines,First,Paris,Net Banking
FB2098,3942.01,5234.0,23.45,22,B Airways,First,Mumbai,Debit Card
FB2099,1880.6,767.1,9.77,66,B Airways,First,Mumbai,Net Banking
FB2100,477.64,5554.2,14.62,32,Airways,Premium Economy,London,Cash
FB2101,4851.69,7058.1,19.9,55,B Airways,Premium Economy,Singapore,PayPal
FB2102,4442.17,6979.6,8.45,31,S Airlines,Premium Economy,Delhi,Cash
FB2103,4653.21,4189.4,18.05,31,E Airlines,Economy,Frankfurt,PayPal
FB2104,4975.56,3991.7,3.82,74,Airways,Premium Economy,New York,Credit Card
FB2105,1034.7,1547.5,7.64,76,E Airlines,Premium Economy,Dubai,Net Banking
FB2106,2101.96,4591.5,4.05,66,Airways,First,Delhi,Cash
FB2107,3839.54,1464.1,20.38,25,S Airlines,Premium Economy,Delhi,Net Banking
FB2108,3540.9,9269.2,5.95,25,B Airways,Business,Dubai,Credit Card
FB2109,938.7,11605.4,18.08,36,Airways,Business,London,Net Banking
FB2110,4116.0,11649.9,23.61,49,Airways,First,Delhi,PayPal
FB2111,1277.31,10421.3,13.43,48,Airways,Premium Economy,Dubai,Debit Card
FB2112,1274.32,7329.3,13.73,46,S Airlines,Business,Frankfurt,Credit Card
FB2113,2777.48,8500.1,11.8,58,E Airlines,Business,Paris,Net Banking
FB2114,3046.11,3636.9,8.48,28,S Airlines,Economy,Singapore,Cash
FB2115,2984.41,7680.0,12.15,62,Airways,First,Singapore,UPI
FB2116,639.14,5631.1,15.27,30,Airways,Business,Singapore,UPI
FB2117,4411.81,5939.6,24.66,44,B Airways,Business,London,Credit Card
FB2118,1474.88,9166.0,23.48,73,S Airlines,First,Delhi,UPI
FB2119,821.67,3598.4,21.62,36,S Airlines,Premium Economy,New York,Debit Card
FB2120,4465.99,4021.1,22.28,43,Q Airways,First,Delhi,Credit Card
FB2121,4787.13,11118.3,11.96,70,E Airlines,Economy,Mumbai,Cash
FB2122,4338.21,957.8,16.61,68,Q Airways,Economy,Singapore,Cash
FB2123,4085.68,5981.9,22.43,54,Q Airways,Economy,London,Credit Card
FB2124,3345.16,10979.8,10.13,65,E Airlines,Business,Dubai,UPI
FB2125,2844.12,7441.2,24.06,26,B Airways,Premium Economy,London,UPI
FB2126,617.54,6693.0,10.69,45,B Airways,Economy,New York,Cash
FB2127,2160.58,3222.0,15.23,49,E Airlines,First,Delhi,Debit Card
FB2128,1988.9,4316.3,17.89,69,E Airlines,Economy,Frankfurt,PayPal
FB2129,1446.82,10269.0,23.79,71,S Airlines,Business,Frankfurt,UPI
FB2130,3672.42,6842.9,6.49,20,S Airlines,Economy,Frankfurt,Debit Card
FB2131,2580.2,6322.5,18.78,68,S Airlines,Premium Economy,Singapore,UPI
FB2132,589.02,1465.1,13.26,49,S Airlines,Economy,Mumbai,PayPal
FB2133,1256.88,487.5,7.08,22,Airways,Premium Economy,New York,Credit Card
FB2134,3479.64,11575.1,19.53,25,Airways,Premium Economy,Paris,Net Banking
FB2135,565.43,4710.7,14.03,31,B Airways,First,London,Cash
FB2136,4285.79,7357.6,16.69,73,Airways,Premium Economy,Mumbai,Credit Card
FB2137,2576.7,1232.7,8.41,20,Airways,Business,Frankfurt,UPI
FB2138,2506.82,8292.4,12.29,41,S Airlines,Business,New York,PayPal
FB2139,3043.56,11211.0,15.63,30,S Airlines,Premium Economy,New York,Cash
FB2140,4158.47,7035.3,10.42,60,E Airlines,Premium Economy,Delhi,Net Banking
FB2141,1869.48,1775.5,5.36,46,S Airlines,Economy,Dubai,Net Banking
FB2142,3454.48,7106.1,24.06,25,E Airlines,Economy,London,PayPal
FB2143,2915.51,9266.3,13.03,68,E Airlines,First,Paris,PayPal
FB2144,1481.74,5055.1,18.48,59,Airways,Economy,Delhi,UPI
FB2145,4417.42,10594.1,10.57,48,S Airlines,Business,Singapore,Cash
FB2146,4027.64,7889.6,9.2,78,Airways,Economy,London,UPI
FB2147,3360.57,10821.2,10.48,43,S Airlines,First,New York,Net Banking
FB2148,4282.79,7595.0,10.53,35,Airways,First,Mumbai,Credit Card
FB2149,4363.01,1836.1,13.83,75,Airways,Premium Economy,Frankfurt,Credit Card
FB2150,3600.14,3923.4,13.82,35,Airways,First,London,Debit Card
FB2151,4217.66,2661.0,12.68,74,B Airways,Premium Economy,Delhi,Net Banking
FB2152,3547.86,10933.3,3.8,24,Airways,Business,Delhi,Net Banking
FB2153,3464.68,9196.7,12.65,65,Q Airways,Business,Frankfurt,UPI
FB2154,3169.33,8213.9,4.64,55,Q Airways,Economy,Mumbai,Debit Card
FB2155,3813.04,3821.3,3.59,65,Q Airways,First,Paris,PayPal
FB2156,961.3,2453.3,23.35,33,E Airlines,Business,Delhi,Debit Card
FB2157,4428.18,9150.5,15.32,72,Airways,Premium Economy,London,Cash
FB2158,4384.85,5847.6,16.66,73,Q Airways,First,Frankfurt,UPI
FB2159,340.39,2941.7,10.34,77,E Airlines,First,Paris,PayPal
FB2160,4163.92,7514.5,22.77,50,Q Airways,Premium Economy,Mumbai,PayPal
FB2161,818.58,771.9,16.13,73,S Airlines,First,Delhi,Credit Card
FB2162,1808.57,4116.2,19.34,68,B Airways,First,Frankfurt,Cash
FB2163,3768.84,5782.1,9.53,20,Airways,Business,Delhi,Debit Card
FB2164,971.65,2031.1,24.02,55,B Airways,Premium Economy,London,Credit Card
FB2165,4126.24,11820.5,20.6,21,B Airways,Business,Delhi,Net Banking
FB2166,4194.24,2746.4,21.42,53,S Airlines,Premium Economy,Frankfurt,UPI
FB2167,2635.85,1825.1,4.72,21,S Airlines,Economy,London,Debit Card
FB2168,230.65,2681.4,7.14,59,S Airlines,First,Singapore,Net Banking
FB2169,1577.78,9298.0,7.5,26,E Airlines,First,Frankfurt,PayPal
FB2170,3161.25,5278.4,7.14,57,Q Airways,Business,Paris,Debit Card
FB2171,4909.69,6915.4,21.46,68,Airways,First,London,Credit Card
FB2172,3232.7,545.8,1.28,34,S Airlines,First,Dubai,Cash
FB2173,1447.06,702.8,2.36,34,Airways,Business,Delhi,Credit Card
FB2174,3243.23,5516.2,7.21,50,Airways,Business,Singapore,UPI
FB2175,2791.93,9854.9,5.4,37,Airways,Premium Economy,Paris,UPI
FB2176,3943.26,10657.3,6.18,31,S Airlines,Economy,Mumbai,Debit Card
FB2177,713.51,1314.5,20.05,39,S Airlines,Business,Dubai,Credit Card
FB2178,3852.93,6598.8,14.3,69,Q Airways,Premium Economy,Mumbai,Cash
FB2179,2798.08,10984.8,0.64,44,S Airlines,Business,Frankfurt,PayPal
FB2180,4822.36,4839.3,11.02,60,S Airlines,Premium Economy,Dubai,UPI
FB2181,1840.99,10005.9,10.49,20,Airways,Economy,New York,Cash
FB2182,3236.59,1864.2,3.29,41,Q Airways,Premium Economy,Singapore,Net Banking
FB2183,4673.73,11244.1,17.07,47,B Airways,Premium Economy,Paris,Debit Card
FB2184,692.05,9091.7,17.7,25,S Airlines,First,Singapore,Cash
FB2185,4698.7,11313.6,18.16,39,S Airlines,Business,Singapore,Debit Card
FB2186,3501.85,8216.4,18.35,42,B Airways,Premium Economy,Dubai,Net Banking
FB2187,525.62,4551.8,0.5,77,Airways,Business,London,Cash
FB2188,1644.63,11276.7,23.87,27,Q Airways,Premium Economy,Paris,Cash
FB2189,3599.23,3524.1,20.45,66,Airways,First,Mumbai,PayPal
FB2190,523.28,4186.4,22.65,46,E Airlines,First,London,Net Banking
FB2191,2994.42,8499.5,0.88,57,S Airlines,Economy,London,Credit Card
FB2192,1860.24,9254.2,23.38,71,E Airlines,Premium Economy,Delhi,Cash
FB2193,3180.39,11174.0,20.34,18,S Airlines,First,Frankfurt,PayPal
FB2194,419.56,2696.2,21.01,69,E Airlines,Business,Mumbai,Cash
FB2195,4383.38,9636.6,2.79,38,B Airways,Premium Economy,Dubai,PayPal
FB2196,4872.75,8941.0,18.6,56,S Airlines,Premium Economy,Frankfurt,UPI
FB2197,4850.61,1046.4,24.02,41,S Airlines,Economy,New York,Credit Card
FB2198,3798.33,4830.5,17.12,26,E Airlines,Business,Delhi,Cash
FB2199,824.41,3608.4,14.48,77,Q Airways,Economy,Delhi,Net Banking
FB2200,3839.66,3862.5,23.67,61,E Airlines,Premium Economy,Frankfurt,Debit Card
FB2201,318.02,11800.5,11.35,71,S Airlines,Economy,New York,Net Banking
FB2202,306.19,7820.5,15.18,43,S Airlines,Premium Economy,Singapore,Credit Card
FB2203,1753.33,8696.8,12.17,26,Q Airways,Premium Economy,Dubai,UPI
FB2204,2545.49,11726.4,23.35,37,Airways,Economy,London,UPI
FB2205,3897.96,4713.3,2.36,73,Q Airways,Economy,New York,UPI
FB2206,3479.82,9681.5,12.78,52,Airways,Premium Economy,New York,PayPal
FB2207,2340.33,5384.0,17.33,53,S Airlines,Economy,Paris,Net Banking
FB2208,1513.41,10473.5,19.9,59,B Airways,Economy,London,Debit Card
FB2209,4986.2,2413.7,14.78,53,B Airways,Premium Economy,New York,Debit Card
FB2210,2245.67,11387.9,22.77,71,E Airlines,Business,London,PayPal
FB2211,2366.66,2859.6,23.58,26,Q Airways,Economy,Singapore,Cash
FB2212,985.39,4116.8,2.08,39,Q Airways,Economy,London,PayPal
FB2213,4015.09,9147.4,10.36,18,B Airways,First,Mumbai,Debit Card
FB2214,3529.67,4906.9,1.07,22,Airways,Business,London,Debit Card
FB2215,1259.69,7416.1,8.57,26,Q Airways,Economy,London,Cash
FB2216,595.43,5501.5,13.65,54,Airways,Premium Economy,New York,Net Banking
FB2217,3466.4,8985.7,22.81,55,Airways,First,New York,Net Banking
FB2218,3341.65,2971.5,21.24,36,Airways,First,Mumbai,Credit Card
FB2219,1511.65,984.0,3.62,25,Airways,First,Singapore,Net Banking
FB2220,4764.15,3809.2,2.78,59,E Airlines,Economy,Delhi,UPI
FB2221,925.08,5849.4,14.94,60,E Airlines,Premium Economy,Dubai,UPI
FB2222,2275.21,2265.8,13.54,49,B Airways,First,Singapore,Credit Card
FB2223,4729.36,4451.1,7.03,30,E Airlines,Business,New York,Debit Card
FB2224,2214.69,4979.8,22.54,37,Q Airways,First,London,Credit Card
FB2225,3264.92,971.5,23.22,53,E Airlines,First,Delhi,Cash
FB2226,2108.45,7124.7,10.36,60,Q Airways,Business,Dubai,Credit Card
FB2227,1516.23,10646.8,22.31,61,Q Airways,First,Dubai,Credit Card
FB2228,4923.09,2075.4,9.91,54,Airways,First,Dubai,PayPal
FB2229,2164.8,7294.4,18.55,47,B Airways,Business,New York,UPI
FB2230,4491.68,8077.4,12.16,27,Airways,Economy,Mumbai,Cash
FB2231,1303.78,5206.2,3.5,48,Airways,Business,Mumbai,PayPal
FB2232,1222.9,8502.8,23.23,42,E Airlines,Economy,Delhi,Cash
FB2233,349.44,5105.6,11.63,46,E Airlines,Economy,London,Credit Card
FB2234,3328.0,6204.3,18.49,41,Q Airways,Economy,Frankfurt,PayPal
FB2235,1968.93,386.0,9.5,56,E Airlines,Business,Delhi,PayPal
FB2236,4348.92,8393.1,0.96,38,E Airlines,Business,London,Cash
FB2237,2471.41,8037.7,2.96,58,S Airlines,Economy,Singapore,Cash
FB2238,4847.33,749.3,12.66,26,Q Airways,Business,New York,Net Banking
FB2239,1090.52,4608.5,17.4,59,Q Airways,Economy,Frankfurt,Cash
FB2240,4369.39,11754.7,8.7,59,S Airlines,Business,Dubai,PayPal
FB2241,3927.66,5222.6,17.54,19,Q Airways,Premium Economy,Dubai,Debit Card
FB2242,3900.42,6172.8,17.62,21,B Airways,Business,Mumbai,Cash
FB2243,4254.96,10946.2,17.75,25,B Airways,Business,New York,UPI
FB2244,3852.92,8692.0,12.57,49,S Airlines,Business,Frankfurt,Net Banking
FB2245,3205.86,7110.2,22.91,78,E Airlines,Economy,Singapore,UPI
FB2246,829.98,9634.3,12.49,31,B Airways,Economy,Paris,UPI
FB2247,356.13,10413.1,11.53,66,S Airlines,Premium Economy,Singapore,Debit Card
FB2248,4620.07,5645.6,5.38,30,B Airways,Premium Economy,London,Net Banking
FB2249,3159.92,5858.8,8.04,38,Airways,First,Singapore,Credit Card
FB2250,4023.38,4816.8,1.54,41,S Airlines,Premium Economy,Frankfurt,PayPal
FB2251,2511.31,11610.5,16.02,67,Q Airways,Economy,Frankfurt,PayPal
FB2252,763.08,8456.8,6.59,35,B Airways,Premium Economy,Mumbai,Cash
FB2253,800.89,1273.7,7.95,62,Q Airways,Premium Economy,London,PayPal
FB2254,3490.71,10396.6,19.38,57,S Airlines,Business,Delhi,Debit Card
FB2255,2265.47,5922.6,8.52,43,B Airways,Premium Economy,London,PayPal
FB2256,1162.52,1104.4,6.43,49,Q Airways,First,Delhi,Debit Card
FB2257,2559.65,6731.7,4.64,61,E Airlines,Business,Paris,Credit Card
FB2258,508.2,5180.8,19.48,74,E Airlines,Economy,London,Debit Card
FB2259,2993.46,10569.7,3.68,72,Airways,First,Dubai,Credit Card
FB2260,1491.17,2686.7,11.62,73,S Airlines,Economy,Paris,Credit Card
FB2261,4028.28,9969.6,12.92,70,Q Airways,First,Delhi,Credit Card
FB2262,1689.74,6825.0,17.34,50,Airways,Business,Mumbai,Debit Card
FB2263,2385.06,938.9,16.02,69,S Airlines,First,Paris,Credit Card
FB2264,255.78,11670.6,20.36,48,E Airlines,First,Paris,Debit Card
FB2265,547.75,6297.6,1.6,35,Q Airways,Premium Economy,Paris,Net Banking
FB2266,2083.97,3703.3,7.76,52,B Airways,Economy,Delhi,Credit Card
FB2267,2503.71,5792.1,7.36,29,E Airlines,Business,New York,Debit Card
FB2268,3080.1,10336.9,4.08,68,B Airways,First,Delhi,Debit Card
FB2269,1599.98,3867.4,7.58,42,B Airways,Economy,London,Debit Card
FB2270,3535.91,2554.3,8.09,62,Q Airways,Economy,Dubai,Cash
FB2271,4328.59,1810.1,13.29,48,Q Airways,Premium Economy,Paris,Cash
FB2272,3943.28,3785.0,16.76,27,B Airways,Economy,London,Credit Card
FB2273,390.17,9426.6,9.84,64,Airways,Business,London,PayPal
FB2274,2506.43,5818.0,18.13,69,B Airways,Premium Economy,Dubai,Net Banking
FB2275,703.66,2961.5,8.74,51,B Airways,First,New York,PayPal
FB2276,1361.82,2244.4,7.61,68,Q Airways,Business,London,Credit Card
FB2277,4935.98,4192.9,13.76,20,S Airlines,Business,New York,UPI
FB2278,883.98,11297.1,1.08,63,E Airlines,Business,Dubai,UPI
FB2279,2594.66,4313.4,2.45,56,Q Airways,Premium Economy,Mumbai,Net Banking
FB2280,3167.15,11861.1,10.74,25,Airways,Economy,Dubai,Net Banking
FB2281,3571.83,5977.2,23.6,78,E Airlines,Business,Singapore,Net Banking
FB2282,2886.31,2396.2,18.18,49,Q Airways,Economy,Dubai,Cash
FB2283,246.9,10726.3,2.66,60,Q Airways,Economy,Dubai,Cash
FB2284,1767.01,5686.2,21.23,46,S Airlines,Business,Frankfurt,UPI
FB2285,2685.02,8603.2,18.44,39,Airways,Economy,Singapore,Net Banking
FB2286,621.76,11809.4,15.47,37,Airways,Premium Economy,Dubai,Debit Card
FB2287,1883.01,887.1,20.6,23,Q Airways,Premium Economy,Delhi,PayPal
